SubjectID,n_total_events,n_compile_errors,n_run_events,compile_error_rate,compile_success_rate,avg_score,max_score,early_avg_score,late_avg_score,score_improvement,score_trend_per_hour,session_count,activity_span_hours,unique_problems,n_early_problems,avg_attempts_early,max_attempts_early,correct_eventually_rate,at_risk_rate_early,FinalGrade,at_risk,grade_group
55f04ea8d0761b7aff9d21f23ebcbfef,799,289,255,0.3617,0.4688,0.31,1.0,0.5054,0.2405,-0.2649,-0.000281,19,1682.5,39,30.0,6.766666666666667,28.0,,,0.6864,0,Passing
56de534cf589f6d0ca09630db803ba00,869,211,329,0.2428,0.6093,0.3626,1.0,0.5251,0.391,-0.134,-0.000169,10,1083.0,40,30.0,7.4,28.0,,,0.8417,0,Good
580274a213455c56684ab9f6e7a9995a,708,80,314,0.113,0.797,0.4347,1.0,0.6169,0.3765,-0.2404,-0.000141,13,1703.88,50,30.0,5.933333333333334,27.0,,,0.82,0,Good
58426cf937eb05143f82b6d41e8968bd,314,82,116,0.2611,0.5859,0.5915,1.0,0.4677,0.7288,0.261,0.000229,6,1632.9,50,30.0,2.466666666666667,7.0,,,0.58,0,Passing
58a64841d710f8f56ebebb6aeba57a98,572,320,126,0.5594,0.2825,0.2391,1.0,0.2391,,,0.08572,1,2.71,10,,,,,,,0,
58c2ac6f92a1c369e00bcb3a28af2d18,235,83,76,0.3532,0.478,0.4976,1.0,0.5144,0.4536,-0.0608,-5.5e-05,9,1215.9,30,20.0,2.75,9.0,,,0.5143,0,Passing
58fe2003170159fd68519b7f9840fdb2,741,289,226,0.39,0.4388,0.3279,1.0,0.3166,0.2891,-0.0275,5e-06,9,1726.52,50,30.0,4.9,19.0,,,0.5531,0,Passing
59c3a5e4aab2b411b56805200085e4c2,762,252,255,0.3307,0.503,0.3799,1.0,0.3898,0.4782,0.0885,8e-05,14,1676.49,50,30.0,5.766666666666667,22.0,,,0.476,1,At-Risk
5a20abd7831fa1ebd199086e4a69a49a,1213,459,377,0.3784,0.451,0.3359,1.0,0.3355,0.3936,0.0581,7.6e-05,10,1748.16,44,30.0,9.333333333333334,43.0,,,0.9,0,Excellent
5a834ec7e9dc45a5fae01dc7497e534f,405,87,159,0.2148,0.6463,0.474,1.0,0.6222,0.4743,-0.1479,-6.8e-05,11,1673.33,50,30.0,3.066666666666667,19.0,,,0.8217,0,Good
5a87c42972dfb55ff9cdb144a3ba5cc3,550,104,223,0.1891,0.682,0.4032,1.0,0.4319,0.4468,0.0148,3.5e-05,16,1674.29,50,30.0,5.3,29.0,,,0.8644,0,Excellent
5ae81daa87d6649df09002741e5b1738,264,64,100,0.2424,0.6098,0.474,1.0,0.4747,0.4951,0.0204,2e-05,5,864.69,30,20.0,3.65,19.0,,,0.552,0,Passing
5b3a93d103a66345e5d404c61c5b5081,242,90,76,0.3719,0.4578,0.3113,1.0,,0.2915,,-9.4e-05,2,460.88,20,10.0,3.5,7.0,,,0.32,1,At-Risk
5beb66e0254ebe2034311db439939e76,792,296,248,0.3737,0.4559,0.3586,1.0,0.3042,0.4981,0.1939,0.000337,8,1129.86,39,,,,,,,0,
5d5945691b9139b2876f663bba098c83,162,34,64,0.2099,0.6531,0.8387,1.0,0.7398,0.9524,0.2126,0.000151,5,1658.85,50,30.0,1.4333333333333333,6.0,,,0.89,0,Excellent
5dae854cd11d11715c91b6ce80f46b7c,787,119,334,0.1512,0.7373,0.3869,1.0,0.405,0.4995,0.0944,4.8e-05,21,1682.52,48,30.0,8.733333333333333,42.0,,,0.92,0,Excellent
5dc624e80d9ab94e3229ec29f675c19d,365,103,131,0.2822,0.5598,0.4986,1.0,0.4627,0.7188,0.2561,0.000152,8,1610.09,50,30.0,3.2333333333333334,10.0,,,0.4329,1,At-Risk
5f745f6c801324b8334d1ec452b5740f,892,296,298,0.3318,0.5017,0.3477,1.0,0.4823,0.6475,0.1652,1e-05,15,1728.82,50,30.0,8.0,55.0,,,0.8844,0,Excellent
604541b9b9f266538ed001ea49fcc956,643,289,177,0.4495,0.3798,0.4612,1.0,0.4052,0.6653,0.2601,0.000227,13,1726.59,50,30.0,4.866666666666666,25.0,,,0.48,1,At-Risk
60bba73587de9c81e7eb9a508ef928b7,412,68,172,0.165,0.7167,0.5083,1.0,0.5493,0.5429,-0.0064,-3e-06,15,1699.14,43,23.0,4.217391304347826,16.0,,,0.71,0,Good
60c4a88bac6125d490af523a8c94e5e1,81,21,30,0.2593,0.5882,0.3734,1.0,,,,0.062822,2,9.33,10,10.0,3.0,14.0,,,0.4,1,At-Risk
61d584107d2d965b4bc26d8c9958b518,297,163,67,0.5488,0.2913,0.014,0.7826,0.0157,0.0,-0.0157,-1.9e-05,4,1029.28,5,4.0,15.5,24.0,,,0.38,1,At-Risk
625d2d3101c23c47a46984741c232fed,194,44,75,0.2268,0.6303,0.6763,1.0,0.6667,0.628,-0.0387,-7.6e-05,11,1704.06,50,30.0,1.4,4.0,,,0.4804,1,At-Risk
62ef6dc6cdbfc1c60305b7d3d9a420a6,269,83,93,0.3086,0.5284,0.6256,1.0,0.8622,0.5791,-0.2831,-6.7e-05,7,1675.7,46,30.0,1.6333333333333333,7.0,,,0.5783,0,Passing
630d790d0716246ca1aa250a6f86f755,603,313,145,0.5191,0.3166,0.5978,1.0,0.5146,0.7755,0.2609,0.000223,8,1649.3,50,30.0,3.6333333333333333,37.0,,,0.4,1,At-Risk
631fe0c7519b232b0a0f6b965af015a9,599,243,178,0.4057,0.4228,0.3232,1.0,0.3077,0.5118,0.2041,0.000115,6,1746.0,30,20.0,6.6,40.0,,,0.92,0,Excellent
6356d91dc6015575d84dc35e14ef20e3,546,100,223,0.1832,0.6904,0.5395,1.0,0.5749,0.5209,-0.054,-5e-05,8,1701.53,50,30.0,3.466666666666667,14.0,,,0.8283,0,Good
636b1370d6dfae91f2042eef96c994b1,371,45,163,0.1213,0.7837,0.5778,1.0,0.548,0.5977,0.0498,5.5e-05,8,1651.63,50,30.0,3.2333333333333334,15.0,,,0.8842,0,Excellent
63ea3fef646010a7255aec506626ea32,368,160,104,0.4348,0.3939,0.5476,1.0,0.3993,0.8095,0.4102,0.00033,11,1751.04,47,30.0,2.6333333333333333,16.0,,,0.4,1,At-Risk
6412121cbb2dc2cb9e460cfee7046be2,372,66,153,0.1774,0.6986,0.3758,1.0,0.5061,0.3051,-0.2009,-0.000139,6,1682.24,41,22.0,2.8636363636363638,10.0,,,0.7817000000000001,0,Good
646e69d6e105d351e4e31a2e02a69b0e,758,242,258,0.3193,0.516,0.4988,1.0,0.4732,0.5839,0.1108,0.000125,14,1634.68,50,30.0,4.4,15.0,,,0.611,0,Passing
649adc59afdef2a8b9e943f94a04b02f,354,160,97,0.452,0.3774,0.4205,1.0,0.3673,,,0.000556,8,737.41,30,,,,,,,0,
64dc9a6c0360fbe40c49a20e4c0aaa6f,1110,288,411,0.2595,0.588,0.4056,1.0,0.4429,0.4311,-0.0118,2e-06,31,1697.07,50,30.0,8.833333333333334,29.0,,,0.7656999999999999,0,Good
64f9f403cbe1b6f341975cfa85484349,467,97,185,0.2077,0.656,0.4772,1.0,0.5191,0.4203,-0.0988,-9.1e-05,12,1683.16,50,30.0,3.3666666666666667,14.0,,,0.88,0,Excellent
65a2e5f265ac3d8ee8e39ff5d2bb3f96,218,70,74,0.3211,0.5139,0.4709,1.0,0.4401,,,0.000311,4,673.88,30,,,,,,0.0,1,At-Risk
65a5e77645ee9f1918165a0a8c503297,121,21,50,0.1736,0.7042,0.7987,1.0,0.8333,0.6154,-0.2179,-0.00019,4,1130.14,40,,,,,,0.0,1,At-Risk
65a99bb7a3115fdede20da98b08a370f,249,47,101,0.1888,0.6824,0.5756,1.0,0.4328,0.6654,0.2326,0.000178,8,1685.27,41,21.0,2.8095238095238093,18.0,,,0.5951,0,Passing
65be44ae7088566069cc3bef454174a7,280,154,63,0.55,0.2903,0.6349,1.0,0.5556,0.7143,0.1587,8.7e-05,6,1681.88,40,30.0,1.6333333333333333,6.0,,,0.36,1,At-Risk
65f4086dbc18fa214f5a7a49bf55b981,526,174,176,0.3308,0.5029,0.3908,1.0,0.3936,0.3869,-0.0067,1.8e-05,9,1750.37,43,30.0,4.1,11.0,,,0.3917,1,At-Risk
6646b06b90bd13dabc11ddba01270d23,125,31,47,0.248,0.6026,0.476,1.0,0.476,,,0.000958,3,209.28,20,,,,,,,0,
66e8d052ec2230c66bd11ee6b5a0e3c8,575,131,222,0.2278,0.6289,0.4418,1.0,0.4529,0.4904,0.0376,1e-05,25,1680.47,47,27.0,4.333333333333333,12.0,,,0.7817000000000001,0,Good
67baaa05759c5f8da208f540ff782a5f,72,8,32,0.1111,0.8,0.6356,1.0,0.6111,0.3158,-0.2953,-0.000234,4,787.82,13,12.0,2.3333333333333335,6.0,,,0.9,0,Excellent
6910a0f1eff035477ff9f52993ebf0b1,794,292,251,0.3678,0.4622,0.2397,1.0,0.1809,0.2709,0.0901,0.000103,9,1671.76,38,19.0,5.421052631578948,13.0,,,0.537,0,Passing
6a59767ffedbb0c50130b5f43340d816,300,102,99,0.34,0.4925,0.5516,1.0,0.4557,0.7643,0.3086,0.00022,8,1584.11,50,30.0,2.4,7.0,,,0.41,1,At-Risk
6a6caa12c63ac1c2f2b7d967b512887d,67,21,23,0.3134,0.5227,0.3378,1.0,0.0,,,0.000711,4,729.11,9,,,,,,0.0,1,At-Risk
6b41fd33b36a1ce27fc0a3b8f9d8df4c,20,0,10,0.0,1.0,1.0,1.0,1.0,,,0.0,1,0.28,10,,,,,,,0,
6d0893ce02e4926539d6f7e0601c6161,440,78,181,0.1773,0.6988,0.4763,1.0,0.5317,0.4706,-0.0611,2.2e-05,10,1331.98,40,20.0,4.75,15.0,,,0.82,0,Good
6de0f2761a44ff1e2ca60131058d8297,207,53,77,0.256,0.5923,0.5385,1.0,0.4914,,,0.000319,3,670.54,30,,,,,,,0,
6e2c22ab08479b1da4206a0c5d7da31e,390,242,74,0.6205,0.2342,0.3952,1.0,0.4238,,,-0.000622,5,675.82,11,,,,,,,0,
6ec3ff0c922ce84561ce5162f912b47e,171,49,61,0.2865,0.5545,0.454,1.0,0.4719,,,-6.5e-05,9,677.99,20,20.0,2.9,9.0,,,0.44,1,At-Risk
6f7bc4baeb295716fa1dbbf64887fcff,556,56,250,0.1007,0.817,0.4877,1.0,0.5385,0.4876,-0.0509,-7.2e-05,10,1684.94,50,30.0,5.666666666666667,34.0,,,0.94,0,Excellent
700fe688ff2970d633ff04c9b7f7cdd4,121,13,54,0.1074,0.806,0.7741,1.0,0.6,0.875,0.275,0.000171,4,1418.18,40,20.0,1.5,4.0,,,0.62,0,Passing
7048a4636546df0025a5a78b0fc517c0,465,119,173,0.2559,0.5925,0.422,1.0,0.495,0.4558,-0.0392,-5e-06,14,1675.76,50,30.0,3.8666666666666667,20.0,,,0.9,0,Excellent
70cf1f7eb14c9f52277f07e84a2775f3,607,203,202,0.3344,0.4988,0.559,1.0,0.6659,0.5122,-0.1536,-0.000132,10,1709.33,50,30.0,4.0,14.0,,,0.7417,0,Good
717fb24cc33821afb4bcd529696cdfce,747,265,241,0.3548,0.4763,0.3541,1.0,0.3947,0.3617,-0.033,-1e-06,27,1677.93,50,30.0,5.0,15.0,,,0.88,0,Excellent
71ffa17407d66e134442eebb32d330ec,545,85,230,0.156,0.7302,0.4948,1.0,0.6006,0.4519,-0.1487,-0.000123,11,1649.05,50,30.0,5.2,19.0,,,0.98,0,Excellent
72fa288df9f22f7167dff80cf89fd4e5,348,118,115,0.3391,0.4936,0.3345,1.0,0.2667,,,0.001169,3,640.8,30,,,,,,0.0,1,At-Risk
735dd629ab696e3a1bfcc0fe0d687bb1,377,77,150,0.2042,0.6608,0.5911,1.0,0.5149,0.7692,0.2543,0.000252,11,1582.49,50,30.0,4.033333333333333,26.0,,,0.54,0,Passing
73a2ef803debeee21de0e42f9c91aa6c,264,60,102,0.2273,0.6296,0.6124,1.0,0.5699,0.5848,0.0149,1.1e-05,5,1616.09,41,30.0,2.0,5.0,,,0.67,0,Passing
74249bfb363306265299ac4ec44d3cb6,172,50,61,0.2907,0.5495,0.394,1.0,,0.3686,,-5.9e-05,2,1009.05,16,8.0,3.25,9.0,,,0.81,0,Good
746206d63610c80c08bdf440226b462a,790,154,318,0.1949,0.6737,0.4081,1.0,0.3472,0.4825,0.1352,9.1e-05,16,1650.96,50,30.0,6.2,28.0,,,0.96,0,Excellent
75429d136f65d2d6168b9b6c5f6ec951,155,69,43,0.4452,0.3839,0.8837,1.0,0.9524,0.6667,-0.2857,-0.000191,4,1676.15,39,29.0,1.0344827586206897,2.0,,,0.92,0,Excellent
762409ca2be073c4a6ca7962d7c72a30,675,307,184,0.4548,0.3747,0.3902,1.0,0.3559,,,0.000619,4,677.49,30,30.0,5.466666666666667,20.0,,,0.76,0,Good
76379ed89eafe43c8f6bd64fd09e3852,254,90,82,0.3543,0.4767,0.6428,1.0,0.6678,0.625,-0.0428,-2e-05,5,1630.58,50,30.0,1.6666666666666667,6.0,,,0.84,0,Good
76a271c64a315732aa56eeb7277a63d4,443,79,182,0.1783,0.6973,0.5174,1.0,0.6421,0.557,-0.0851,-1.1e-05,9,1659.5,50,30.0,3.7333333333333334,16.0,,,0.96,0,Excellent
76c073d8a82d9ddaf993300be03ac70f,316,124,96,0.3924,0.4364,0.5902,1.0,0.503,0.625,0.122,0.000195,7,1675.22,50,30.0,2.1333333333333333,19.0,,,0.57,0,Passing
76d0863b5d13a9ed61f7df9149fb93d8,1550,592,479,0.3819,0.4472,0.3106,1.0,0.324,0.3929,0.0689,0.000104,29,1681.28,50,30.0,10.633333333333333,60.0,,,0.7304,0,Good
76fb6fb9cbea7011e49166d9d4ddbc48,279,63,108,0.2258,0.6316,0.4579,1.0,0.5452,0.5004,-0.0449,2.6e-05,12,1707.37,40,20.0,2.65,9.0,,,0.88,0,Excellent
785cf0a5def4977e0210f07e0f925fa1,459,131,164,0.2854,0.5559,0.2879,1.0,0.2924,0.2848,-0.0076,5e-06,5,1418.9,28,9.0,7.444444444444445,14.0,,,0.94,0,Excellent
787e8665307884350308429f4fc60451,585,127,229,0.2171,0.6433,0.4318,1.0,0.5078,0.3623,-0.1455,-0.000197,8,1108.31,39,30.0,6.0,27.0,,,0.7383,0,Good
7903be1cbb0d9fa21a7b898150f02368,1710,566,572,0.331,0.5026,0.3496,1.0,0.2804,0.4192,0.1389,9.7e-05,20,1654.46,50,30.0,8.033333333333333,32.0,,,0.6184000000000001,0,Passing
790ed1befbc24b257db60ed066b6d3cb,805,239,283,0.2969,0.5421,0.3997,1.0,0.5307,0.3068,-0.224,-0.000146,11,1685.19,40,30.0,7.666666666666667,34.0,,,0.4717,1,At-Risk
793aaa24e931c05d077f434e33485574,492,174,159,0.3537,0.4775,0.3989,1.0,0.3911,0.4402,0.0491,-5e-06,10,1680.52,44,30.0,3.7666666666666666,35.0,,,0.82,0,Good
79bb27cfac1ddee3267dcd929f6703ac,298,98,100,0.3289,0.5051,0.6125,1.0,0.504,0.8696,0.3656,0.000258,5,1680.4,50,30.0,2.533333333333333,18.0,,,0.6144,0,Passing
79bdf6773fe52c08470c97f7218ed3e9,372,80,146,0.2151,0.646,0.4695,1.0,0.5546,0.6023,0.0477,-0.000132,9,1036.31,39,30.0,4.333333333333333,15.0,,,0.5866,0,Passing
79d0360cd882c01f1ac008b3bb85feb3,449,147,151,0.3274,0.5067,0.4834,1.0,0.4636,0.3627,-0.101,-9.7e-05,6,1129.42,29,,,,,,,0,
7c960f55df3daa0b92903925d683ae1b,216,60,78,0.2778,0.5652,0.6539,1.0,0.5238,0.7536,0.2298,0.000252,6,1650.07,50,30.0,1.6666666666666667,6.0,,,0.34,1,At-Risk
7caf725460a122ea49d40b9e770f451b,258,76,91,0.2946,0.5449,0.3866,1.0,0.3531,,,0.000343,3,694.39,30,,,,,,0.0,1,At-Risk
7d3f2fed7faf3501554970cd3c0d724e,634,238,198,0.3754,0.4541,0.4367,1.0,0.4367,0.4578,0.0211,4.8e-05,12,1681.82,50,30.0,4.066666666666666,24.0,,,0.88,0,Excellent
7d95c1c55d84afc81845d9fb25c0cc0c,300,70,115,0.2333,0.6216,0.5593,1.0,0.5987,0.533,-0.0657,-7e-06,7,1702.95,50,30.0,2.2333333333333334,8.0,,,0.6144,0,Passing
7dd21654ce1c39ec7632d219e8e71f11,303,157,73,0.5182,0.3174,0.7421,1.0,0.7075,0.708,0.0005,5.7e-05,5,1679.42,50,30.0,1.4333333333333333,4.0,,,0.46,1,At-Risk
7e8dae845c0913d1bff36953378df627,1032,260,386,0.2519,0.5975,0.3499,1.0,0.367,0.3505,-0.0164,-7e-06,18,1710.7,44,24.0,8.583333333333334,36.0,,,0.5,0,Passing
7f041c0dc0bc74c00d04f562504d778a,299,65,117,0.2174,0.6429,0.5584,1.0,0.4576,0.6718,0.2142,0.000213,9,1676.86,50,30.0,2.5,13.0,,,0.7556,0,Good
7f52d05b03fa31d9fff9b51349efeef4,528,134,197,0.2538,0.5952,0.4972,1.0,0.5681,0.4397,-0.1285,-8.2e-05,10,1677.99,50,30.0,4.3,15.0,,,0.7979999999999999,0,Good
7fa2c598be3498baead8d1d2c4485ab9,349,175,87,0.5014,0.3321,0.5964,1.0,0.4784,0.8367,0.3584,0.000264,6,1709.78,40,30.0,2.1666666666666665,9.0,,,0.5,0,Passing
7ffd85d93a3e4de5c490d304ccd9f864,2,0,1,0.0,1.0,0.0769,0.0769,,,,,1,0.0,1,,,,,,,0,
804a73df74595024fef5c7082428a668,389,111,139,0.2853,0.556,0.5264,1.0,0.4803,0.5017,0.0214,2.9e-05,10,1630.44,50,30.0,2.7666666666666666,14.0,,,0.5529,0,Passing
8072f405471d085d0f9fec9e49f6790c,1158,470,344,0.4059,0.4226,0.2467,1.0,0.2657,0.2115,-0.0542,-2.6e-05,15,1687.64,48,29.0,8.344827586206897,31.0,,,0.5817,0,Passing
8171ac2c5544a5cb54ac0f38bf477af4,441,117,162,0.2653,0.5806,0.4333,1.0,0.4127,0.4454,0.0327,6.3e-05,11,1674.82,42,30.0,4.4,26.0,,,0.46,1,At-Risk
81a0c4689fb7ce553a0d5c2fd19b6efd,565,69,248,0.1221,0.7823,0.5276,1.0,0.5506,0.5198,-0.0308,-2.2e-05,15,1628.31,42,24.0,6.125,29.0,,,0.9,0,Excellent
81b1b300e54447e821ad2a2c690e296e,260,78,91,0.3,0.5385,0.6547,1.0,0.5948,0.7303,0.1355,0.000138,7,1601.88,50,30.0,1.7333333333333334,5.0,,,0.41,1,At-Risk
827f9b2d5830e0cf3d3987cc9b575eec,134,50,42,0.3731,0.4565,0.7582,1.0,0.7143,,,0.000176,3,674.45,30,,,,,,0.0,1,At-Risk
83d5a9ee8867f73d6f2c485d89296d1d,167,45,61,0.2695,0.5755,0.22,1.0,0.22,,,0.315313,2,2.53,10,,,,,,,0,
8425bc94a44e3d1bb3c8c026b2702c00,1225,453,386,0.3698,0.4601,0.3091,1.0,0.3314,0.259,-0.0724,-3.4e-05,15,1712.4,40,30.0,9.9,51.0,,,0.5760000000000001,0,Passing
8497c3b1d034ce7aaf059804b5c88db6,1345,525,410,0.3903,0.4385,0.2993,1.0,0.2197,0.4187,0.199,0.000193,16,1580.14,41,21.0,14.523809523809524,58.0,,,0.82,0,Good
8621cdddd12002436862912970737eda,370,122,124,0.3297,0.5041,0.5389,1.0,0.4359,0.8696,0.4337,0.000339,8,1700.24,50,30.0,3.3,12.0,,,0.76,0,Good
88591b4d3219675bdeb33584b755f680,622,182,220,0.2926,0.5473,0.4292,1.0,0.4696,0.3972,-0.0724,-8.3e-05,20,1770.5,50,30.0,4.566666666666666,15.0,,,0.491,1,At-Risk
89ea5cb67579289ce2b6a46c42e30424,1638,300,669,0.1832,0.6904,0.3294,1.0,0.3775,0.3383,-0.0392,-2.7e-05,29,1682.09,50,30.0,14.533333333333333,67.0,,,0.7759999999999999,0,Good
8a1df180ea2c0d298aa1d739fe720a0c,660,300,180,0.4545,0.375,0.3111,1.0,0.2405,0.481,0.2404,0.000205,13,1686.12,38,22.0,6.318181818181818,22.0,,,0.5,0,Passing
8a6cb96eabdd2be1fe1e8bf4043d385f,806,206,300,0.2556,0.5929,0.3675,1.0,0.408,0.3947,-0.0133,-5.4e-05,9,1615.81,47,30.0,7.633333333333334,42.0,,,0.86,0,Excellent
8a701b176cc140888936dad15c5d046a,492,148,172,0.3008,0.5375,0.4228,1.0,0.4298,0.3465,-0.0833,-7.9e-05,7,1151.86,40,,,,,,,0,
8ab84c57bf234ea2e3bf8330b47c2db1,582,112,235,0.1924,0.6772,0.5054,1.0,0.4704,0.5256,0.0552,3.1e-05,12,1680.46,50,30.0,5.533333333333333,27.0,,,0.82,0,Good
8ae7398026ed8f2172aefd6cbc856bc8,551,223,164,0.4047,0.4238,0.5617,1.0,0.4705,0.6688,0.1982,0.000174,9,1742.6,48,30.0,2.533333333333333,10.0,,,0.596,0,Passing
8be57c24680317c02843631b253179d8,869,287,291,0.3303,0.5035,0.3274,1.0,0.3267,0.3904,0.0637,1.7e-05,10,1681.12,48,30.0,7.266666666666667,25.0,,,0.6364,0,Passing
8be904ad045c578053fc6052578f9324,79,27,26,0.3418,0.4906,0.4533,1.0,0.4533,,,0.521014,1,0.67,10,,,,,,,0,
8c19f571e251e61cb8dd3612f26d5ecf,268,96,86,0.3582,0.4725,0.5665,1.0,0.4867,0.6111,0.1244,0.000126,7,1685.8,40,29.0,2.3448275862068964,9.0,,,0.36,1,At-Risk
8c9ffefacf5fdeb898460f35ce928ad0,137,67,35,0.4891,0.3431,0.0,0.0,0.0,,,0.0,1,0.72,2,,,,,,0.0,1,At-Risk
8cad09283d1d6c5fb08daec8a576a72d,77,7,35,0.0909,0.8333,0.8571,1.0,0.7692,0.8333,0.0641,8e-05,4,1126.03,30,20.0,1.15,3.0,,,0.31,1,At-Risk
8cb1f62625edb0977782ad3930d7d239,247,79,84,0.3198,0.5153,0.646,1.0,0.4934,0.8306,0.3373,0.000307,5,1583.49,48,30.0,2.0,15.0,,,0.6028,0,Passing
8d4e7eab99697d70f46a556ec9f8f966,77,27,25,0.3506,0.4808,0.8,1.0,0.7143,,,0.000289,2,676.38,20,,,,,,0.0,1,At-Risk
8db66f2fc805310b86589bd1aeaa2cd7,314,66,124,0.2102,0.6526,0.5267,1.0,0.598,0.6494,0.0514,8.3e-05,15,1682.5,43,23.0,3.782608695652174,10.0,,,0.6414,0,Passing
8ea9805479ddb07d9183081b059dd0d2,834,236,299,0.283,0.5589,0.4783,1.0,0.5149,0.457,-0.0579,-5.8e-05,15,1683.38,50,30.0,5.866666666666666,39.0,,,0.7617,0,Good
8ee30f15c1c633d3e1c8a9aae5cfda35,193,35,79,0.1813,0.693,0.465,1.0,0.4818,,,-0.000166,3,673.37,25,,,,,,0.0,1,At-Risk
8ef897e468650c19f3f31529712fc500,706,160,273,0.2266,0.6305,0.4222,1.0,0.4372,0.4853,0.0481,5.2e-05,14,1680.88,50,30.0,6.633333333333334,25.0,,,0.6117,0,Passing
8efe4ff08d6f51db0f7179fbef12f2f1,762,212,275,0.2782,0.5647,0.3964,1.0,0.4485,0.3711,-0.0773,-6.6e-05,12,1674.13,50,30.0,5.133333333333334,21.0,,,0.82,0,Good
8f48863757fe83ca146cbf93e37b1ab7,296,138,79,0.4662,0.3641,0.29,1.0,0.1693,0.5412,0.3719,0.000249,8,1708.82,23,7.0,7.142857142857143,12.0,,,0.34,1,At-Risk
901e70da072bc616caa6337421abe4ae,41,19,11,0.4634,0.3667,0.0,0.0,0.0,,,0.0,1,0.56,1,,,,,,0.0,1,At-Risk
907372450aa412b4647b9b8a64967f71,679,189,245,0.2784,0.5645,0.358,1.0,0.2858,0.3917,0.1059,9.2e-05,21,1681.46,37,17.0,5.882352941176471,15.0,,,0.7,0,Good
90c5841cb33b6ffdf75850044c595725,215,37,89,0.1721,0.7063,0.4241,1.0,0.6744,,,-0.00057,3,675.61,20,,,,,,0.0,1,At-Risk
91109a77036a730296d6305a9794fa13,1029,441,294,0.4286,0.4,0.3462,1.0,0.5085,0.2745,-0.2339,-0.000174,9,1638.76,50,30.0,5.833333333333333,27.0,,,0.9,0,Excellent
9111aa5bef3f0de7ffb46447f0fe687c,557,161,198,0.289,0.5515,0.3672,1.0,0.373,0.5335,0.1606,2.9e-05,10,1056.19,40,,,,,,,0,
9313f5e96e48503b676b16e2e0d41455,199,35,82,0.1759,0.7009,0.7213,1.0,0.6315,0.8033,0.1718,0.000217,7,1677.09,50,30.0,1.6,6.0,,,0.6859999999999999,0,Passing
93819e80e5e3693840fa1f2c327b51b5,520,130,195,0.25,0.6,0.4308,1.0,0.5499,0.3346,-0.2153,-0.00015,21,1610.14,50,30.0,3.066666666666667,8.0,,,0.71,0,Good
946af3555203afdb63e571b873e419f6,833,183,325,0.2197,0.6398,0.4307,1.0,0.4963,0.4701,-0.0262,-1.2e-05,13,1697.33,50,30.0,7.933333333333334,40.0,,,0.5817,0,Passing
95a372b63ab8641f092e77acc9bf468c,618,238,190,0.3851,0.4439,0.3247,1.0,0.3413,0.4799,0.1386,5.6e-05,8,1710.46,29,20.0,8.0,21.0,,,0.8967,0,Excellent
95a5a82212ea714ba2923f1bb3f1ffa1,178,84,47,0.4719,0.3588,0.347,1.0,,0.347,,0.190586,1,1.56,10,,,,,,0.94,0,Excellent
96fe1255e032940e2739e06072855b95,284,44,120,0.1549,0.7317,0.574,1.0,0.5568,0.5359,-0.0209,6e-06,7,1608.43,50,30.0,2.3666666666666667,8.0,,,0.64,0,Passing
97103cdf7b277304a7ceebd83c64fba1,601,201,200,0.3344,0.4988,0.3323,1.0,0.4968,0.285,-0.2118,-0.000142,18,1686.69,47,27.0,3.4444444444444446,11.0,,,0.69,0,Passing
97cbc42bf29a147e4a2c287664032734,1251,335,458,0.2678,0.5776,0.4717,1.0,0.4525,0.5917,0.1392,0.000114,10,1676.38,50,30.0,9.6,43.0,,,0.5544,0,Passing
988d51eda1be1cd7bcd704d83b0391f9,488,92,198,0.1885,0.6828,0.4668,1.0,0.5718,0.4745,-0.0973,-5.1e-05,9,1699.96,50,30.0,4.366666666666666,20.0,,,0.83,0,Good
993e2921b4681af69dd9c0baeb9225e2,378,86,146,0.2275,0.6293,0.5772,1.0,0.6944,0.5357,-0.1586,-0.000139,7,1696.61,50,30.0,2.9,8.0,,,0.8332999999999999,0,Good
9964364bfd2b38643a0b41b981c01f60,634,156,239,0.2461,0.6051,0.3238,1.0,0.2833,0.3266,0.0433,3.1e-05,13,1450.88,30,20.0,9.9,29.0,,,0.6644,0,Passing
9a4b930f7a36153ca68fdf211c8836a7,1379,527,426,0.3822,0.447,0.2512,1.0,0.2204,0.315,0.0945,0.000105,22,1711.82,50,30.0,9.766666666666667,44.0,,,0.68,0,Passing
9acf1b76f369030270de8f98f84d6707,129,13,58,0.1008,0.8169,0.7894,1.0,0.7224,0.8333,0.111,9.6e-05,4,1678.0,40,30.0,1.5,7.0,,,0.5939,0,Passing
9bc99c590be3511b8d53741684ef574c,237,67,85,0.2827,0.5592,0.7307,1.0,0.7307,0.6493,-0.0813,-0.000135,5,1679.14,50,30.0,1.3,5.0,,,0.6522,0,Passing
9c9744d143d2abbe041317b7b76f8e85,295,53,121,0.1797,0.6954,0.5944,1.0,0.557,0.6062,0.0492,7.2e-05,7,1676.91,50,,,,,,,0,
9dbffba2a03b29811719318b20070b4a,357,63,147,0.1765,0.7,0.5704,1.0,0.6534,0.5791,-0.0743,-4.4e-05,10,1646.04,50,30.0,3.066666666666667,13.0,,,0.7617,0,Good
9e52112668804599bae71e241e4b4548,264,36,114,0.1364,0.76,0.4224,1.0,0.5712,0.3617,-0.2095,-0.00015,12,1705.33,30,11.0,3.0,6.0,,,0.88,0,Excellent
